Date,Regime_0,Regime_1,Regime_2
2023-04-18,0.9997150056411863,0.00028482498273181783,1.6937429795502246e-07
2023-04-19,0.00025583466874572127,0.9997440188868766,1.4644445774716657e-07
2023-04-20,0.9996500925710038,0.00034970937812563564,1.9804972469912737e-07
2023-04-21,0.00032909903949710086,0.9996708595044986,4.14566353940946e-08
2023-04-24,0.999470763217978,0.0005291164382791848,1.2034401598177615e-07
2023-04-25,0.0004967669957333222,0.9995031963120125,3.669337553519009e-08
2023-04-26,0.9992925135257278,0.0007073714378964587,1.1503485254498475e-07
2023-04-27,0.0006809172725320554,0.9993190697558485,1.2972710590608696e-08
2023-04-28,0.9989883573573913,0.0010115451210760218,9.752081420239372e-08
2023-05-02,0.0009694496822178083,0.9990304577908159,9.252566895514756e-08
2023-05-03,0.9985001590051098,0.0014995343914921083,3.0660371241445356e-07
2023-05-04,0.0015317315867341144,0.998468264231353,4.181661251645409e-09
2023-05-05,0.9977630802122183,0.0022223345735276788,1.4585215991193582e-05
2023-05-08,0.0022028036513696697,0.9977936906004498,3.5057469106161918e-06
2023-05-09,0.9971394154187615,0.002858603387631631,1.9811944662808306e-06
2023-05-10,0.002873692496905932,0.9971258576562434,4.4984548087508454e-07
2023-05-11,0.9965379080004853,0.0034606923638692273,1.3996341352350006e-06
2023-05-12,0.003451947278029717,0.9965477448608778,3.078609303241897e-07
2023-05-15,0.995967850514223,0.0040303909838059334,1.7585009530013929e-06
2023-05-16,0.004009624841427481,0.9959903208438161,5.431504083165863e-08
2023-05-17,0.9952217932083427,0.004778070172728816,1.3661868817905204e-07
2023-05-18,0.004732200811344055,0.9952677892520732,9.935553688840914e-09
2023-05-19,0.9947630909141538,0.005236672380382487,2.3670413066237838e-07
2023-05-22,0.00508761992488887,0.9949122359673123,1.4410748337368898e-07
2023-05-23,0.9945721450164666,0.005427831963723857,2.301985255350154e-08
2023-05-24,0.005065782085024867,0.9949341112543069,1.066624483877498e-07
2023-05-25,0.9948026696302559,0.005197298724826745,3.164508239817011e-08
2023-05-26,0.004806793283736174,0.9951931182276135,8.848868302634485e-08
2023-05-29,0.9950327895218748,0.004967195187362789,1.5291807881669852e-08
2023-05-30,0.004625929008009355,0.9953740063415767,6.465218590876594e-08
2023-05-31,0.9952674403155712,0.004731997826580665,5.618578744323898e-07
2023-06-01,0.004435108434531696,0.9955644019267801,4.896387402132782e-07
2023-06-02,0.9954283681028345,0.004571620915840633,1.098099667943411e-08
2023-06-05,0.004422817799881273,0.9955771799078869,2.292619074088871e-09
2023-06-06,0.994722037994266,0.005277939789186826,2.221735686296474e-08
2023-06-07,0.005327709097678803,0.9946722901353864,7.667337188187402e-10
2023-06-08,0.993034086418359,0.006965846514512806,6.706635271998466e-08
